vendor_name,vendor_category,vendor_state,vendor_area,vendor_city,property_type,venue_start_year,vendor_address,vendor_contact_info,vendor_google_map,no_of_rooms,per_room_price,starting_decor_price,veg_price_per_plate,nonveg_price_per_plate,destination_price,destination_details,small_party_venue,space_available,parking_policy,catering_policy,decor_policy,dj_policy,alcohol_policy,event_space_name_1,event_space_type_1,seating_guests_1,floating_guests_1,event_space_name_2,event_space_type_2,seating_guests_2,floating_guests_2,event_space_name_3,event_space_type_3,seating_guests_3,floating_guests_3,event_space_name_4,event_space_type_4,seating_guests_4,floating_guests_4,event_space_name_5,event_space_type_5,seating_guests_5,floating_guests_5,event_space_name_6,event_space_type_6,seating_guests_6,floating_guests_6,event_space_name_7,event_space_type_7,seating_guests_7,floating_guests_7,event_space_name_8,event_space_type_8,seating_guests_8,floating_guests_8
The Garden Marriage Palace,Wedding Venues,83,Chopasni Housing Board,2037,Wedding Lawn,,"THE GARDEN MARRIAGE PALACE, Chopasani Rd, Chopasni Housing Board, Jodhpur, Rajasthan, India",9782998391,"https://www.google.com/maps?q=26.26340649999999,72.9602896",,,,700,800,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Lawn,Outdoor Area,1000,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lakshita Garden & Hotel,Wedding Venues,83,Air Force Area,2037,Hotel,,"Lakshita Garden and Hotel, Pali Road, Surya Colony, Jodhpur, Rajasthan, India",9462622626,"https://www.google.com/maps?q=26.2650561,73.0198303",24 Rooms,"2,000",,200000,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Indoor, Outdoor space",There is sufficient parking available,Inhouse catering only,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Lawn,Outdoor Area,1000,1200,Hall,Indoor Area,120,150,,,,,,,,,,,,,,,,,,,,,,,,
Aura,Wedding Venues,83,Sardarpura,2037,Small Function Hall,,"Main Pal Road, Sector-E, Shastri Nagar, Jodhpur, Rajasthan",9829077962,"https://www.google.com/maps?q=26.274288,73.00315599999999",,,,475,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,Indoor space,Parking is available near the venue,Inhouse catering only,Decorators from panel only,"In house DJ available, Outside DJ not permitted",,Hall,Indoor Area,50,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Empire Resort,Wedding Venues,83,Bhadu Market,2037,Resort,,"Jaisalmer Bypass Rd, opposite Indian Oil Petrol Pump, Gopal Bari, Jodhpur, Rajasthan 342008",7976397545,"https://www.google.com/maps?q=26.240316,72.9524261",20 Rooms,"1,000",,600,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,"Indoor, Outdoor space",There is sufficient parking available,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",Lawn,Outdoor Area,1600,2000,Hall,Indoor Area,400,500,,,,,,,,,,,,,,,,,,,,,,,,
Sudama Vatika,Wedding Venues,83,Jodhpur,2037,Wedding Lawn,,"Sudama Vatika, Ram Sagar Chauraha, Ashok Colony, D-Kirtinagar, Maderana Colony, Jodhpur, Rajasthan, India",7737901658,"https://www.google.com/maps?q=26.322464,73.0612804",,,,700,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Lawn,Outdoor Area,600,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idar House,Wedding Venues,83,Bhadu Market,2037,Wedding Lawn,,"Idar house, Unnamed Road, Gopal Bari, Jodhpur, Rajasthan, India",8618658730,"https://www.google.com/maps?q=26.2522392,72.9381251",,,,Price on Request,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,There is sufficient parking available,Inhouse catering only,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Lawn Area,Outdoor Area,200,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhagwati Vilas,Wedding Venues,83,Jodhpur,2037,Wedding Lawn,,"Bhagwati Vilas, Jodhpur, Rajasthan, India",9414149630,"https://www.google.com/maps?q=26.2553756,73.0797955",11 Rooms,"2,000",,50000,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,Outdoor space,Parking is available near the venue,Outside caterering only,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol  permitted",Lawn,Outdoor Area,120,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kesar Baag - Banquet & Garden,Wedding Venues,83,Bhadu Market,2037,Lawn & Banquet Hall,,"KESAR BAAG - Banquet & Garden, circle, near dali bai mandir, Bhadu Market, Jodhpur, Rajasthan, India",8955661199,"https://www.google.com/maps?q=26.2421528,72.9449735",6 Rooms,,,Price on Request,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,"Indoor, Outdoor space",There is sufficient parking available,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol  permitted",Hall,Indoor Area,300,400,Lawn,Outdoor Area,3000,4000,,,,,,,,,,,,,,,,,,,,,,,,
Celebration Banquet - Dhillon House,Wedding Venues,83,Air Force Area,2037,Banquet Hall,,"3, Central School Scheme Main Road, Air Force Area, Jodhpur, Rajasthan, India",9636086026,"https://www.google.com/maps?q=26.25946579999999,73.03821820000007",,,,Price on Request,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,Indoor space,,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol  permitted",Banquet Hall,Indoor Area,50,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radisson Jodhpur,Wedding Venues,83,Ratanada,2037,Hotel,,"Radisson Jodhpur, Gaurav Path, Residency Road, Air Force Area, Jodhpur, Rajasthan, India",9116633017,"https://www.google.com/maps?q=26.264314,73.03118599999999",96 Rooms,"15,000","199,999",1600,,,(incl. Rooms + 3 Meals + Venue) /day for 96  rooms,Yes,"Indoor, Outdoor, Terrace / Rooftop space",There is sufficient parking available,Inhouse catering only,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol not  permitted",Samaroh,Indoor Area,150,200,Utsav,Indoor Area,175,220,Lawn,Outdoor Area,500,700,Jashn,Indoor Area,50,70,Roof Top,Outdoor Area,120,150,,,,,,,,,,,,
Hari Mangal Garden,Wedding Venues,83,Jodhpur,2037,Wedding Lawn,,"Hari Mangal Garden, 80 Feet Road, Vidhya Nagar, Jodhpur, Rajasthan, India",9314215468,"https://www.google.com/maps?q=26.31663189999999,73.06012439999999",,,,500,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",Lawn,Outdoor Area,450,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dev Vatika Marriage Garden,Wedding Venues,83,Bhadu Market,2037,Wedding Lawn,,"Dev Vatika, Babra Rd, Bhadu Market, Jodhpur, Rajasthan, India",9660137200,"https://www.google.com/maps?q=26.2363185,72.96730819999999",,"25,000",,600,700,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse catering only,Inhouse decor,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol  permitted",Lawn,Outdoor Area,600,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Marwar Hotel & Gardens,Wedding Venues,83,Ratanada,2037,Hotel,,"Jodhpur, Station Road, Ratanada, Jodhpur, Rajasthan 342001, India",9929590008,"https://www.google.com/maps?q=26.2837696,73.0226358",34 Rooms,"3,000",,Price on Request,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,There is sufficient parking available,Outside caterering only,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol  permitted",Lawn,Outdoor Area,800,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moti Vilas,Wedding Venues,83,Ajit Colony,2037,Wedding Lawn,,"Moti Vilas, old public park, Umed Club Road, Ajit Colony, Jodhpur, Rajasthan, India",9413779864,"https://www.google.com/maps?q=26.2881012,73.03348629999999",5 Rooms,,,300,500,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,Outdoor space,There is sufficient parking available,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol  permitted",Lawn,Outdoor Area,60,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shivgarh Resort,Wedding Venues,83,Bhadu Market,2037,Resort,,"shivgarh resort, Jaisalmer Bypass Road, chopasni, Jodhpur, Rajasthan, India",8003008884,"https://www.google.com/maps?q=26.24375879999999,72.94761729999999",32 Rooms,"3,000",,200000,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,There is sufficient parking available,Outside caterering only,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol  permitted",Lawn,Outdoor Area,2000,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kana Hotel & Restaurant,Wedding Venues,83,Jodhpur,2037,Banquet Hall & Lawn,,"Kana Hotel & Restaurant, Surpura Bypass Road, opp. Petrol Pump, Jodhpur, Rajasthan, India",6377119981,"https://www.google.com/maps?q=26.3814257,73.0665459",21 Rooms,"2,000",,400,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Indoor, Outdoor, Poolside space",There is sufficient parking available,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",Lawn,Outdoor Area,350,500,Banquet,Indoor Area,150,200,Poolside,Poolside Area,50,70,,,,,,,,,,,,,,,,,,,,
Bhaskar Vatika,Wedding Venues,83,Pratap Nagar,2037,Wedding Lawn,,"Kabir Nagar, Jodhpur, Rajasthan, India",9413116667,"https://www.google.com/maps?q=26.2994785,72.9941482",,"50,000",,Price on Request,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,There is sufficient parking available,Inhouse catering only,Decorators from panel only,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol  permitted",lawn,Outdoor Area,610,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sisodia Marriage Garden,Wedding Venues,83,Chopasni Housing Board,2037,Banquet Hall & Lawn,,"Sisodia Garden, Pal Road, Jodhpur",9829246477,"https://www.google.com/maps?q=26.264161,72.98683879999999",8 Rooms,"175,000",,600,800,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,"Indoor, Outdoor space",,Panel caterers allowed,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",Hall & Lawn,Indoor & Outdoor Area,800,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gs Hotel And Resort,Wedding Venues,83,Bhadu Market,2037,Lawn & Banquet Hall,,"GS HOTEL AND RESORT, Jaisalmer - Jodhpur Road, Gopal Bari, Jodhpur, Rajasthan, India",9971039982,"https://www.google.com/maps?q=26.2545046,72.9456845",4 Rooms,,,199000,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Indoor, Outdoor space",There is sufficient parking available,Inhouse & outside catering allowed,Inhouse decor,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Banquet,Indoor Area,150,200,Lawn,Outdoor Area,1500,2500,,,,,,,,,,,,,,,,,,,,,,,,
Shreeji Garden,Wedding Venues,83,Khema-Ka-Kuwa,2037,Wedding Lawn,,"Shreeji Garden, AIIMS Road, Opp AIIMS Hospital, Gulab Nagar, Khema-Ka-Kuwa, Jodhpur, Rajasthan, India",9414128505,"https://www.google.com/maps?q=26.2445306,72.99016019999999",,"20,000",,500,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse catering only,Inhouse decor,"In house DJ not available , Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",Lawn,Outdoor Area,900,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skyzz,Wedding Venues,83,Ajit Colony,2037,Banquet Hall,,"Ajit Colony, Jodhpur, Rajasthan, India",9251062401,"https://www.google.com/maps?q=26.2843677,73.0359833",,,,400,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,"Indoor, Terrace / Rooftop space",,Inhouse catering only,Decorators from panel only,"In house DJ available, Outside DJ not permitted","In house alcohol not available, Outside alcohol not permitted",Hall ,Indoor Area,350,500,Terrace,Outdoor Area,180,300,,,,,,,,,,,,,,,,,,,,,,,,
Garh Govind,Wedding Venues,83,Chaukhan,2037,Hotel,,"Garh Govind, Gopal Bari, Jodhpur, Rajasthan, India",2912760538,"https://www.google.com/maps?q=26.2598038,72.94906659999992",64 Rooms,"4,000","150,000",700,1000,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,"Indoor, Outdoor space",,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",Banquet 1,Indoor Area,250,300,Banquet 2,Indoor Area,250,300,Lawn 1,Outdoor Area,750,1000,Lawn 2,Outdoor Area,1800,2000,,,,,,,,,,,,,,,,
Oswal Community Center,Wedding Venues,83,Sardarpura,2037,Lawn & Banquet Hall,,"Sardarpura, Jodhpur, Rajasthan, India",2912615972,"https://www.google.com/maps?q=26.2772956,73.01202450000001",,,,300,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,"Indoor, Outdoor space",,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Hall ,Indoor Area,250,400,Lawn ,Outdoor Area,1050,1500,,,,,,,,,,,,,,,,,,,,,,,,
Rainbow Garden & Restaurant,Wedding Venues,83,Air Force Area,2037,Banquet Hall & Lawn,,Rainbow Garden & Restaurant,7568367137,"https://www.google.com/maps?q=26.2389469,73.02430939999999",,"15,000",,Price on Request,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Indoor, Outdoor space",There is sufficient parking available,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ not available ,  Outside DJ not permitted","In house alcohol not available, Outside alcohol not permitted",Banquet+ Lawn,Indoor & Outdoor Area,100,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ganesh Vatika,Wedding Venues,83,Laxmi Nagar,2037,Wedding Lawn,,"Ganesh Vatika, Paota C Road, Deep Shikha Bhawan, Laxmi Nagar, Jodhpur, Rajasthan, India",9829594448,"https://www.google.com/maps?q=26.30256229999999,73.0447769",,,,500,600,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Lawn,Outdoor Area,650,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotel Mapple Abhay,Wedding Venues,83,Paota,2037,Hotel,,"Hotel Mapple Abhay, Hotel Mapple Abhay, Paota Circle, Paota, Jodhpur, Rajasthan, India",9166110291,"https://www.google.com/maps?q=26.2952372,73.03890539999999",72 Rooms,"5,000",,750,850,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Indoor space,There is sufficient parking available,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Banquet Hall,Indoor Area,250,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. R Excellency,Wedding Venues,83,Chopasni Housing Board,2037,Small Function Hall,,"A. R Excellency by AE & GS HOTEL, Main Chopasni Road, 4th Puliya, Chopasni Housing Board, Jodhpur, Rajasthan, India",8094133111,"https://www.google.com/maps?q=26.2701042,72.9741805",23 Rooms,,,350,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,Indoor space,There is sufficient parking available,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol  permitted",Hall,Indoor Area,60,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotel Gul,Wedding Venues,83,Chopasni Housing Board,2037,Wedding Lawn,,"Hotel Gul, Chopasani Road, Sector 16, Chopasni Housing Board, Jodhpur, Rajasthan, India",9982235786,"https://www.google.com/maps?q=26.2664241,72.97004609999999",,,,400,600,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol not  permitted",Lawn,Outdoor Area,600,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kurja Resort,Wedding Venues,83,Jodhpur,2037,Resort,,"Kurja Resort, Phalodi, Rajasthan, India",7568854103,"https://www.google.com/maps?q=27.1197748,72.4105471",20 Rooms,"2,999",,Price on Request,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,"Indoor, Outdoor space",There is sufficient parking available,Outside caterering only,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol  permitted",Banquet Hall With Lawn,Indoor & Outdoor Area,1000,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hanuwant Niwas,Wedding Venues,83,Paota,2037,Wedding Lawn,,"Hanuwant Niwas, 2nd street, Bhadwasiya, Paota, Jodhpur, Rajasthan, India",9414194999,"https://www.google.com/maps?q=26.3018516,73.03667089999999",14 Rooms,"3,500",,100000,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,Outdoor space,There is sufficient parking available,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Lawn,Outdoor Area,150,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shri Ram Empire,Wedding Venues,83,Baldev Nagar,2037,Banquet Hall,,"617 A/B 12th Road circle,, Residency Rd, opp. Barkattullah khan stadium, Air Force Area, Jodhpur, Rajasthan 342001",2912641400,"https://www.google.com/maps?q=26.2736804,72.9990596",20 Rooms,"1,200","10,000",550,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,Indoor space,Parking is available near the venue,Inhouse catering only,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",hall ,Indoor Area,80,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7th Mile Heritage,Wedding Venues,83,Jodhpur,2037,Wedding Lawn,,"7th Mile Heritage, Mandore, Jodhpur, Rajasthan, India",9414256067,"https://www.google.com/maps?q=26.361622,73.04964799999999",1 Rooms,,,71000,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Outdoor, Terrace / Rooftop space",There is sufficient parking available,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol  permitted",Lawn,Outdoor Area,100,120,Lounge,Outdoor Area,100,120,,,,,,,,,,,,,,,,,,,,,,,,
Brahmgarh Palace,Wedding Venues,83,Rawat Nagar,2037,Wedding Lawn,,"BRAHMGARH PALACE, 80 Feet Rd, near Mata Ka Than, Mata Ka Than, Rawat Nagar, Jodhpur, Rajasthan, India",9602942242,"https://www.google.com/maps?q=26.3209875,73.07273959999999",15 Rooms,,,160000,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,Outdoor space,There is sufficient parking available,Inhouse & outside catering allowed,Inhouse decor,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",Lawn,Outdoor Area,150,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotel Imperial Plaza,Wedding Venues,83,Khema-Ka-Kuwa,2037,Banquet Hall & Lawn,,"Hotel Imperial Plaza, Pal village, Jodhpur, Rajasthan, India",9649799137,"https://www.google.com/maps?q=26.2230321,72.9690993",22 Rooms,"2,000",,700,800,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Indoor, Outdoor space",,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",Hall,Indoor Area,125,200,Lawn,Outdoor Area,1250,2000,,,,,,,,,,,,,,,,,,,,,,,,
Mandap Garden,Wedding Venues,83,Jhalamand,2037,Banquet Hall,,"NH62, Prithviraj Nagar, Jodhpur, Rajasthan, India",9990958191,"https://www.google.com/maps?q=26.2297009,73.0372119",,"50,000",,Price on Request,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,"Indoor, Outdoor space",There is sufficient parking available,Inhouse catering only,Decorators from panel only,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol  permitted",hall + lawn,Indoor & Outdoor Area,700,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahi Bagh,Wedding Venues,83,Chopasni Housing Board,2037,Hotel,,"Shahi Bagh, Filter House Rd, Jwala Vihar, Jodhpur, Rajasthan, India",9782484300,"https://www.google.com/maps?q=26.265998,72.96287600000005",38 Rooms,"4,000","15,000",750,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,"Indoor, Outdoor space",,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Banquet 1,Indoor Area,300,400,Banquet 2,Indoor Area,500,700,Lawn 1,Outdoor Area,1450,2000,Lawn 2,Outdoor Area,3500,5000,,,,,,,,,,,,,,,,
Desert Haveli Resort & Camp,Wedding Venues,83,Jodhpur,2037,Lawn & Banquet Hall,,"Desert Haveli Resort & Camp Jodhpur-Best Hotels in Jodhpur, Shaitrāwa, Rajasthan, India",6350034902,"https://www.google.com/maps?q=26.5466762,72.37178709999999",2 Rooms,,,800,1199,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Indoor, Outdoor space",There is sufficient parking available,Inhouse catering only,Inhouse decor,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",Desert Lawn,Outdoor Area,650,1000,Meeting Room,Indoor Area,40,60,,,,,,,,,,,,,,,,,,,,,,,,
Taj Hari Mahal,Wedding Venues,83,Air Force Area,2037,5 Star Resort,,"Taj Hari Mahal, Jodhpur, 5th, Residency Rd, Surya Colony, Jodhpur, Rajasthan, India",2912439700,"https://www.google.com/maps?q=26.2674108,73.01925829999999",15 Rooms,"6,800",,Price on Request,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse catering only,Decorators from panel only,"In house DJ available, Outside DJ not permitted","In house alcohol available, Outside alcohol not  permitted",Lawn ,Outdoor Area,1000,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotel Shree Ram International,Wedding Venues,83,Air Force Area,2037,Hotel,,"Near Panch Batti Circle, Residency Road, Jodhpur, Rajasthan 342011",2912671100,"https://www.google.com/maps?q=26.23894689999999,73.02430939999999",54 Rooms,"7,500","30,000",800,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Indoor, Outdoor, Poolside space",,Inhouse catering only,Decorators from panel only,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Poolside Lawn,Poolside Area,100,150,Mandore hall ,Indoor Area,400,600,Front Lawn ,Outdoor Area,600,900,Main Lawn,Outdoor Area,3500,5000,,,,,,,,,,,,,,,,
NS Garden Pal Road,Wedding Venues,83,Chopasni Housing Board,2037,Wedding Lawn,,"NS Garden Pal Road, Pal Road, Shanker Nager, Milkman Colony, Jodhpur, Rajasthan, India",8005999036,"https://www.google.com/maps?q=26.2605098,72.9877369",9 Rooms,,,700,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,There is sufficient parking available,Inhouse catering only,Inhouse decor,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",Lawn,Outdoor Area,1500,2250,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meera Vatika,Wedding Venues,83,Soorsagar,2037,Lawn & Banquet Hall,,"Soorsagar, Jodhpur, Rajasthan, India",9928959533,"https://www.google.com/maps?q=26.319655,73.000799",,,,550,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Indoor, Outdoor space",,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ not available ,  Outside DJ not permitted","In house alcohol not available, Outside alcohol not permitted",Hall,Indoor Area,150,250,Lawn,Outdoor Area,2000,3000,,,,,,,,,,,,,,,,,,,,,,,,
Hotel Pioneer Plaza,Wedding Venues,83,Ajit Colony,2037,Banquet Hall,,"Pioneer Plaza Jodhpur, behind Dharam Honda, Hanvant Vihar, Rai Ka Bagh, Jodhpur, Rajasthan, India",9314712895,"https://www.google.com/maps?q=26.2874638,73.03785599999999",12 Rooms,"2,000",,600,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,Indoor space,,Inhouse catering only,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Hall,Indoor Area,80,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kankoodeep Garden,Wedding Venues,83,Basni,2037,Wedding Lawn,,Jodhpur HI Area Phase II Basni,9828082700,"https://www.google.com/maps?q=26.2568946,73.0071864",,,,550,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ not permitted","In house alcohol not available, Outside alcohol not permitted",Lawn,Outdoor Area,1200,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rasala,Wedding Venues,83,Jodhpur,2037,Lawn & Banquet Hall,,"8th Mile, Surpura Bypass Road, Mandore Industrial Area, Near NLU, Mandore, Jodhpur, Rajasthan 342304",9928966866,"https://www.google.com/maps?q=26.7371684,72.8743127249123",4 Rooms,"3,500","30,000",1800,2000,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Indoor, Outdoor, Poolside space",,Inhouse catering only,Decorators from panel only,"In house DJ available, Outside DJ not permitted","In house alcohol available, Outside alcohol not  permitted",Hall,Indoor Area,70,150,Poolside,Poolside Area,100,150,Lawn,Outdoor Area,800,1200,,,,,,,,,,,,,,,,,,,,
Amargarh Resort by Neelkanth Alura,Wedding Venues,83,Khema-Ka-Kuwa,2037,Resort,,"Amargarh Resort by Neelkanth Alura, Pal Road, Shubham Farm, Mansarover Colony, Jodhpur, Rajasthan, India",9351994211,"https://www.google.com/maps?q=26.227465,72.96580799999992",53 Rooms,"5,000","35,000",750,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,Indoor space,,Inhouse catering only,Decorators from panel only,"In house DJ not available , Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",Banquet 1,Indoor Area,70,100,Banquet 2,Indoor Area,200,250,Banquet 3,Indoor Area,600,800,,,,,,,,,,,,,,,,,,,,
